,Zipcode,period_end,inventory
412,98103,2022-07-31,109.0
413,98103,2022-08-31,96.0
414,98103,2022-09-30,119.0
415,98103,2022-10-31,103.0
416,98103,2022-11-30,76.0
417,98103,2022-12-31,61.0
502,98104,2018-01-31,8.0
503,98104,2018-02-28,10.0
504,98104,2018-03-31,11.0
505,98104,2018-04-30,13.0
506,98104,2018-05-31,14.0
507,98104,2018-06-30,15.0
508,98104,2018-07-31,21.0
509,98104,2018-08-31,13.0
510,98104,2018-09-30,19.0
511,98104,2018-10-31,25.0
512,98104,2018-11-30,27.0
513,98104,2018-12-31,23.0
514,98104,2019-01-31,25.0
515,98104,2019-02-28,23.0
516,98104,2019-03-31,32.0
517,98104,2019-04-30,35.0
518,98104,2019-05-31,45.0
519,98104,2019-06-30,47.0
520,98104,2019-07-31,43.0
521,98104,2019-08-31,42.0
522,98104,2019-09-30,49.0
523,98104,2019-10-31,46.0
524,98104,2019-11-30,41.0
525,98104,2019-12-31,32.0
526,98104,2020-01-31,30.0
527,98104,2020-02-29,32.0
528,98104,2020-03-31,28.0
529,98104,2020-04-30,30.0
530,98104,2020-05-31,31.0
531,98104,2020-06-30,35.0
532,98104,2020-07-31,43.0
533,98104,2020-08-31,48.0
534,98104,2020-09-30,48.0
535,98104,2020-10-31,46.0
536,98104,2020-11-30,40.0
537,98104,2020-12-31,39.0
538,98104,2021-01-31,36.0
539,98104,2021-02-28,44.0
540,98104,2021-03-31,45.0
541,98104,2021-04-30,44.0
542,98104,2021-05-31,42.0
543,98104,2021-06-30,45.0
544,98104,2021-07-31,45.0
545,98104,2021-08-31,42.0
546,98104,2021-09-30,40.0
547,98104,2021-10-31,48.0
548,98104,2021-11-30,40.0
549,98104,2021-12-31,30.0
550,98104,2022-01-31,32.0
551,98104,2022-02-28,35.0
552,98104,2022-03-31,35.0
553,98104,2022-04-30,37.0
554,98104,2022-05-31,36.0
555,98104,2022-06-30,49.0
556,98104,2022-07-31,43.0
557,98104,2022-08-31,42.0
558,98104,2022-09-30,38.0
559,98104,2022-10-31,43.0
560,98104,2022-11-30,41.0
561,98104,2022-12-31,28.0
646,98105,2018-01-31,22.0
647,98105,2018-02-28,18.0
648,98105,2018-03-31,20.0
649,98105,2018-04-30,19.0
650,98105,2018-05-31,35.0
651,98105,2018-06-30,37.0
652,98105,2018-07-31,46.0
653,98105,2018-08-31,34.0
654,98105,2018-09-30,46.0
655,98105,2018-10-31,47.0
656,98105,2018-11-30,44.0
657,98105,2018-12-31,29.0
658,98105,2019-01-31,26.0
659,98105,2019-02-28,30.0
660,98105,2019-03-31,45.0
661,98105,2019-04-30,60.0
662,98105,2019-05-31,62.0
663,98105,2019-06-30,56.0
664,98105,2019-07-31,60.0
665,98105,2019-08-31,54.0
666,98105,2019-09-30,63.0
667,98105,2019-10-31,48.0
668,98105,2019-11-30,37.0
669,98105,2019-12-31,24.0
670,98105,2020-01-31,26.0
671,98105,2020-02-29,36.0
672,98105,2020-03-31,38.0
673,98105,2020-04-30,48.0
674,98105,2020-05-31,37.0
675,98105,2020-06-30,45.0
676,98105,2020-07-31,47.0
677,98105,2020-08-31,67.0
678,98105,2020-09-30,79.0
679,98105,2020-10-31,70.0
680,98105,2020-11-30,51.0
681,98105,2020-12-31,34.0
682,98105,2021-01-31,30.0
683,98105,2021-02-28,32.0
684,98105,2021-03-31,30.0
685,98105,2021-04-30,38.0
686,98105,2021-05-31,36.0
687,98105,2021-06-30,35.0
688,98105,2021-07-31,46.0
689,98105,2021-08-31,42.0
690,98105,2021-09-30,52.0
691,98105,2021-10-31,39.0
692,98105,2021-11-30,27.0
693,98105,2021-12-31,18.0
694,98105,2022-01-31,19.0
695,98105,2022-02-28,18.0
696,98105,2022-03-31,20.0
697,98105,2022-04-30,28.0
698,98105,2022-05-31,33.0
699,98105,2022-06-30,45.0
700,98105,2022-07-31,63.0
701,98105,2022-08-31,55.0
702,98105,2022-09-30,66.0
703,98105,2022-10-31,65.0
704,98105,2022-11-30,46.0
705,98105,2022-12-31,34.0
790,98106,2018-01-31,16.0
791,98106,2018-02-28,14.0
792,98106,2018-03-31,22.0
793,98106,2018-04-30,34.0
794,98106,2018-05-31,38.0
795,98106,2018-06-30,48.0
796,98106,2018-07-31,65.0
797,98106,2018-08-31,74.0
798,98106,2018-09-30,90.0
799,98106,2018-10-31,95.0
800,98106,2018-11-30,76.0
801,98106,2018-12-31,63.0
802,98106,2019-01-31,63.0
803,98106,2019-02-28,64.0
804,98106,2019-03-31,76.0
805,98106,2019-04-30,81.0
806,98106,2019-05-31,99.0
807,98106,2019-06-30,96.0
808,98106,2019-07-31,93.0
809,98106,2019-08-31,92.0
810,98106,2019-09-30,87.0
811,98106,2019-10-31,72.0
812,98106,2019-11-30,59.0
813,98106,2019-12-31,55.0
814,98106,2020-01-31,48.0
815,98106,2020-02-29,43.0
816,98106,2020-03-31,59.0
817,98106,2020-04-30,72.0
818,98106,2020-05-31,70.0
819,98106,2020-06-30,65.0
820,98106,2020-07-31,82.0
821,98106,2020-08-31,88.0
822,98106,2020-09-30,80.0
823,98106,2020-10-31,84.0
824,98106,2020-11-30,59.0
825,98106,2020-12-31,35.0
826,98106,2021-01-31,30.0
827,98106,2021-02-28,17.0
828,98106,2021-03-31,18.0
829,98106,2021-04-30,28.0
830,98106,2021-05-31,29.0
831,98106,2021-06-30,41.0
832,98106,2021-07-31,44.0
833,98106,2021-08-31,42.0
834,98106,2021-09-30,55.0
835,98106,2021-10-31,50.0
836,98106,2021-11-30,30.0
837,98106,2021-12-31,19.0
838,98106,2022-01-31,12.0
839,98106,2022-02-28,12.0
840,98106,2022-03-31,20.0
841,98106,2022-04-30,24.0
842,98106,2022-05-31,28.0
843,98106,2022-06-30,34.0
844,98106,2022-07-31,51.0
845,98106,2022-08-31,54.0
846,98106,2022-09-30,68.0
847,98106,2022-10-31,65.0
848,98106,2022-11-30,58.0
849,98106,2022-12-31,46.0
934,98107,2018-01-31,7.0
935,98107,2018-02-28,9.0
936,98107,2018-03-31,12.0
937,98107,2018-04-30,21.0
938,98107,2018-05-31,26.0
939,98107,2018-06-30,35.0
940,98107,2018-07-31,37.0
941,98107,2018-08-31,46.0
942,98107,2018-09-30,61.0
943,98107,2018-10-31,69.0
944,98107,2018-11-30,63.0
945,98107,2018-12-31,35.0
946,98107,2019-01-31,49.0
947,98107,2019-02-28,53.0
948,98107,2019-03-31,71.0
949,98107,2019-04-30,76.0
950,98107,2019-05-31,94.0
951,98107,2019-06-30,86.0
952,98107,2019-07-31,80.0
953,98107,2019-08-31,74.0
954,98107,2019-09-30,90.0
955,98107,2019-10-31,70.0
956,98107,2019-11-30,44.0
957,98107,2019-12-31,23.0
958,98107,2020-01-31,26.0
959,98107,2020-02-29,23.0
960,98107,2020-03-31,39.0
961,98107,2020-04-30,48.0
962,98107,2020-05-31,50.0
963,98107,2020-06-30,60.0
964,98107,2020-07-31,58.0
965,98107,2020-08-31,62.0
966,98107,2020-09-30,79.0
967,98107,2020-10-31,80.0
968,98107,2020-11-30,61.0
969,98107,2020-12-31,48.0
970,98107,2021-01-31,56.0
971,98107,2021-02-28,45.0
972,98107,2021-03-31,38.0
973,98107,2021-04-30,31.0
974,98107,2021-05-31,39.0
975,98107,2021-06-30,44.0
976,98107,2021-07-31,41.0
977,98107,2021-08-31,30.0
978,98107,2021-09-30,48.0
979,98107,2021-10-31,41.0
980,98107,2021-11-30,26.0
981,98107,2021-12-31,16.0
982,98107,2022-01-31,12.0
983,98107,2022-02-28,23.0
984,98107,2022-03-31,19.0
985,98107,2022-04-30,19.0
986,98107,2022-05-31,23.0
987,98107,2022-06-30,46.0
988,98107,2022-07-31,46.0
989,98107,2022-08-31,45.0
990,98107,2022-09-30,56.0
991,98107,2022-10-31,68.0
992,98107,2022-11-30,49.0
993,98107,2022-12-31,38.0
1078,98108,2018-01-31,15.0
1079,98108,2018-02-28,16.0
1080,98108,2018-03-31,26.0
1081,98108,2018-04-30,21.0
1082,98108,2018-05-31,30.0
1083,98108,2018-06-30,53.0
1084,98108,2018-07-31,44.0
1085,98108,2018-08-31,54.0
1086,98108,2018-09-30,66.0
1087,98108,2018-10-31,61.0
1088,98108,2018-11-30,50.0
1089,98108,2018-12-31,35.0
1090,98108,2019-01-31,36.0
1091,98108,2019-02-28,42.0
1092,98108,2019-03-31,50.0
1093,98108,2019-04-30,54.0
1094,98108,2019-05-31,65.0
1095,98108,2019-06-30,69.0
1096,98108,2019-07-31,62.0
1097,98108,2019-08-31,70.0
1098,98108,2019-09-30,69.0
1099,98108,2019-10-31,65.0
1100,98108,2019-11-30,44.0
1101,98108,2019-12-31,41.0
1102,98108,2020-01-31,29.0
1103,98108,2020-02-29,27.0
1104,98108,2020-03-31,23.0
1105,98108,2020-04-30,29.0
1106,98108,2020-05-31,32.0
1107,98108,2020-06-30,40.0
1108,98108,2020-07-31,47.0
1109,98108,2020-08-31,58.0
1110,98108,2020-09-30,63.0
1111,98108,2020-10-31,59.0
1112,98108,2020-11-30,42.0
1113,98108,2020-12-31,41.0
1114,98108,2021-01-31,23.0
1115,98108,2021-02-28,25.0
1116,98108,2021-03-31,29.0
1117,98108,2021-04-30,30.0
1118,98108,2021-05-31,31.0
1119,98108,2021-06-30,40.0
1120,98108,2021-07-31,49.0
1121,98108,2021-08-31,49.0
1122,98108,2021-09-30,31.0
1123,98108,2021-10-31,34.0
1124,98108,2021-11-30,14.0
1125,98108,2021-12-31,14.0
1126,98108,2022-01-31,15.0
1127,98108,2022-02-28,11.0
1128,98108,2022-03-31,10.0
1129,98108,2022-04-30,16.0
1130,98108,2022-05-31,20.0
1131,98108,2022-06-30,32.0
1132,98108,2022-07-31,32.0
1133,98108,2022-08-31,33.0
1134,98108,2022-09-30,45.0
1135,98108,2022-10-31,53.0
1136,98108,2022-11-30,43.0
1137,98108,2022-12-31,31.0
1222,98109,2018-01-31,15.0
1223,98109,2018-02-28,18.0
1224,98109,2018-03-31,24.0
1225,98109,2018-04-30,31.0
1226,98109,2018-05-31,36.0
1227,98109,2018-06-30,43.0
1228,98109,2018-07-31,41.0
1229,98109,2018-08-31,51.0
1230,98109,2018-09-30,75.0
1231,98109,2018-10-31,79.0
1232,98109,2018-11-30,80.0
1233,98109,2018-12-31,64.0
1234,98109,2019-01-31,59.0
1235,98109,2019-02-28,73.0
1236,98109,2019-03-31,70.0
1237,98109,2019-04-30,68.0
1238,98109,2019-05-31,95.0
1239,98109,2019-06-30,95.0
1240,98109,2019-07-31,81.0
1241,98109,2019-08-31,70.0
1242,98109,2019-09-30,68.0
1243,98109,2019-10-31,59.0
1244,98109,2019-11-30,45.0
1245,98109,2019-12-31,34.0
1246,98109,2020-01-31,32.0
1247,98109,2020-02-29,39.0
1248,98109,2020-03-31,56.0
1249,98109,2020-04-30,64.0
1250,98109,2020-05-31,71.0
1251,98109,2020-06-30,84.0
1252,98109,2020-07-31,105.0
1253,98109,2020-08-31,109.0
1254,98109,2020-09-30,119.0
1255,98109,2020-10-31,125.0
1256,98109,2020-11-30,110.0
1257,98109,2020-12-31,80.0
1258,98109,2021-01-31,68.0
1259,98109,2021-02-28,58.0
1260,98109,2021-03-31,64.0
1261,98109,2021-04-30,64.0
1262,98109,2021-05-31,68.0
1263,98109,2021-06-30,67.0
1264,98109,2021-07-31,69.0
1265,98109,2021-08-31,59.0
1266,98109,2021-09-30,59.0
1267,98109,2021-10-31,54.0
1268,98109,2021-11-30,43.0
1269,98109,2021-12-31,30.0
1270,98109,2022-01-31,15.0
1271,98109,2022-02-28,25.0
1272,98109,2022-03-31,26.0
1273,98109,2022-04-30,43.0
1274,98109,2022-05-31,54.0
1275,98109,2022-06-30,69.0
1276,98109,2022-07-31,79.0
1277,98109,2022-08-31,75.0
1278,98109,2022-09-30,79.0
1279,98109,2022-10-31,67.0
1280,98109,2022-11-30,61.0
1281,98109,2022-12-31,47.0
1366,98112,2018-01-31,22.0
1367,98112,2018-02-28,26.0
1368,98112,2018-03-31,30.0
1369,98112,2018-04-30,24.0
1370,98112,2018-05-31,37.0
1371,98112,2018-06-30,50.0
1372,98112,2018-07-31,45.0
1373,98112,2018-08-31,58.0
1374,98112,2018-09-30,66.0
1375,98112,2018-10-31,61.0
1376,98112,2018-11-30,52.0
1377,98112,2018-12-31,31.0
1378,98112,2019-01-31,32.0
1379,98112,2019-02-28,32.0
1380,98112,2019-03-31,48.0
1381,98112,2019-04-30,54.0
1382,98112,2019-05-31,70.0
1383,98112,2019-06-30,59.0
1384,98112,2019-07-31,65.0
1385,98112,2019-08-31,54.0
1386,98112,2019-09-30,66.0
1387,98112,2019-10-31,66.0
1388,98112,2019-11-30,44.0
1389,98112,2019-12-31,36.0
1390,98112,2020-01-31,35.0
1391,98112,2020-02-29,32.0
1392,98112,2020-03-31,46.0
1393,98112,2020-04-30,36.0
1394,98112,2020-05-31,45.0
1395,98112,2020-06-30,53.0
1396,98112,2020-07-31,70.0
1397,98112,2020-08-31,83.0
1398,98112,2020-09-30,92.0
1399,98112,2020-10-31,85.0
1400,98112,2020-11-30,58.0
1401,98112,2020-12-31,48.0
1402,98112,2021-01-31,43.0
1403,98112,2021-02-28,46.0
1404,98112,2021-03-31,45.0
1405,98112,2021-04-30,54.0
1406,98112,2021-05-31,43.0
1407,98112,2021-06-30,43.0
1408,98112,2021-07-31,39.0
1409,98112,2021-08-31,38.0
1410,98112,2021-09-30,35.0
1411,98112,2021-10-31,31.0
1412,98112,2021-11-30,21.0
1413,98112,2021-12-31,11.0
1414,98112,2022-01-31,13.0
1415,98112,2022-02-28,16.0
1416,98112,2022-03-31,17.0
1417,98112,2022-04-30,28.0
1418,98112,2022-05-31,19.0
1419,98112,2022-06-30,43.0
1420,98112,2022-07-31,48.0
1421,98112,2022-08-31,41.0
1422,98112,2022-09-30,45.0
1423,98112,2022-10-31,48.0
1424,98112,2022-11-30,34.0
1425,98112,2022-12-31,19.0
1497,98113,2018-01-31,
1498,98113,2018-02-28,
1499,98113,2018-03-31,
1500,98113,2018-04-30,
1501,98113,2018-05-31,
1502,98113,2018-06-30,
1503,98113,2018-07-31,
1504,98113,2018-08-31,
1505,98113,2018-09-30,
1506,98113,2018-10-31,
1507,98113,2018-11-30,
1508,98113,2018-12-31,
1509,98113,2019-01-31,
1510,98113,2019-02-28,
1511,98113,2019-03-31,
1512,98113,2019-04-30,
1513,98113,2019-05-31,
1514,98113,2019-06-30,
1515,98113,2019-07-31,
1516,98113,2019-08-31,
1517,98113,2019-09-30,
1518,98113,2019-10-31,
1519,98113,2019-11-30,
1520,98113,2019-12-31,
1521,98113,2020-01-31,
1522,98113,2020-02-29,
1523,98113,2020-03-31,
1524,98113,2020-04-30,
1525,98113,2020-05-31,
1526,98113,2020-06-30,
1527,98113,2020-07-31,
1528,98113,2020-08-31,
1529,98113,2020-09-30,
1530,98113,2020-10-31,
1531,98113,2020-11-30,
1532,98113,2020-12-31,
1533,98113,2021-01-31,
1534,98113,2021-02-28,
1535,98113,2021-03-31,
1536,98113,2021-04-30,
1537,98113,2021-05-31,
1538,98113,2021-06-30,
1539,98113,2021-07-31,
1540,98113,2021-08-31,
1541,98113,2021-09-30,
1542,98113,2021-10-31,
1543,98113,2021-11-30,
1544,98113,2021-12-31,
1545,98113,2022-01-31,
1546,98113,2022-02-28,
1547,98113,2022-03-31,
1548,98113,2022-04-30,
1549,98113,2022-05-31,
1550,98113,2022-06-30,
1551,98113,2022-07-31,
1552,98113,2022-08-31,
1553,98113,2022-09-30,
1554,98113,2022-10-31,
1555,98113,2022-11-30,
1556,98113,2022-12-31,
1635,98115,2018-01-31,26.0
1636,98115,2018-02-28,30.0
1637,98115,2018-03-31,33.0
1638,98115,2018-04-30,50.0
1639,98115,2018-05-31,56.0
1640,98115,2018-06-30,60.0
1641,98115,2018-07-31,82.0
1642,98115,2018-08-31,81.0
1643,98115,2018-09-30,118.0
1644,98115,2018-10-31,103.0
1645,98115,2018-11-30,86.0
1646,98115,2018-12-31,52.0
1647,98115,2019-01-31,54.0
1648,98115,2019-02-28,63.0
1649,98115,2019-03-31,68.0
1650,98115,2019-04-30,77.0
1651,98115,2019-05-31,116.0
1652,98115,2019-06-30,119.0
1653,98115,2019-07-31,128.0
1654,98115,2019-08-31,117.0
1655,98115,2019-09-30,133.0
1656,98115,2019-10-31,101.0
1657,98115,2019-11-30,66.0
1658,98115,2019-12-31,36.0
1659,98115,2020-01-31,35.0
1660,98115,2020-02-29,47.0
1661,98115,2020-03-31,52.0
1662,98115,2020-04-30,61.0
1663,98115,2020-05-31,76.0
1664,98115,2020-06-30,72.0
1665,98115,2020-07-31,66.0
1666,98115,2020-08-31,81.0
1667,98115,2020-09-30,72.0
1668,98115,2020-10-31,81.0
1669,98115,2020-11-30,60.0
1670,98115,2020-12-31,49.0
1671,98115,2021-01-31,51.0
1672,98115,2021-02-28,43.0
1673,98115,2021-03-31,44.0
1674,98115,2021-04-30,51.0
1675,98115,2021-05-31,52.0
1676,98115,2021-06-30,61.0
1677,98115,2021-07-31,53.0
1678,98115,2021-08-31,49.0
1679,98115,2021-09-30,53.0
1680,98115,2021-10-31,36.0
1681,98115,2021-11-30,23.0
1682,98115,2021-12-31,17.0
1683,98115,2022-01-31,17.0
1684,98115,2022-02-28,23.0
1685,98115,2022-03-31,26.0
1686,98115,2022-04-30,43.0
1687,98115,2022-05-31,47.0
1688,98115,2022-06-30,72.0
1689,98115,2022-07-31,75.0
1690,98115,2022-08-31,54.0
1691,98115,2022-09-30,82.0
1692,98115,2022-10-31,77.0
1693,98115,2022-11-30,73.0
1694,98115,2022-12-31,42.0
1779,98116,2018-01-31,12.0
1780,98116,2018-02-28,16.0
1781,98116,2018-03-31,24.0
1782,98116,2018-04-30,31.0
1783,98116,2018-05-31,41.0
1784,98116,2018-06-30,41.0
1785,98116,2018-07-31,62.0
1786,98116,2018-08-31,52.0
1787,98116,2018-09-30,80.0
1788,98116,2018-10-31,80.0
1789,98116,2018-11-30,64.0
1790,98116,2018-12-31,46.0
1791,98116,2019-01-31,37.0
1792,98116,2019-02-28,42.0
1793,98116,2019-03-31,35.0
1794,98116,2019-04-30,67.0
1795,98116,2019-05-31,75.0
1796,98116,2019-06-30,68.0
1797,98116,2019-07-31,67.0
1798,98116,2019-08-31,62.0
1799,98116,2019-09-30,63.0
1800,98116,2019-10-31,53.0
1801,98116,2019-11-30,51.0
1802,98116,2019-12-31,36.0
1803,98116,2020-01-31,33.0
1804,98116,2020-02-29,32.0
1805,98116,2020-03-31,35.0
1806,98116,2020-04-30,52.0
1807,98116,2020-05-31,53.0
1808,98116,2020-06-30,76.0
1809,98116,2020-07-31,87.0
1810,98116,2020-08-31,98.0
1811,98116,2020-09-30,92.0
1812,98116,2020-10-31,74.0
1813,98116,2020-11-30,59.0
1814,98116,2020-12-31,43.0
1815,98116,2021-01-31,39.0
1816,98116,2021-02-28,44.0
1817,98116,2021-03-31,36.0
1818,98116,2021-04-30,59.0
1819,98116,2021-05-31,48.0
1820,98116,2021-06-30,52.0
1821,98116,2021-07-31,59.0
1822,98116,2021-08-31,55.0
1823,98116,2021-09-30,51.0
1824,98116,2021-10-31,37.0
1825,98116,2021-11-30,29.0
1826,98116,2021-12-31,15.0
1827,98116,2022-01-31,21.0
1828,98116,2022-02-28,20.0
1829,98116,2022-03-31,30.0
1830,98116,2022-04-30,28.0
1831,98116,2022-05-31,24.0
1832,98116,2022-06-30,49.0
1833,98116,2022-07-31,56.0
1834,98116,2022-08-31,47.0
1835,98116,2022-09-30,51.0
1836,98116,2022-10-31,51.0
1837,98116,2022-11-30,42.0
1838,98116,2022-12-31,28.0
1923,98117,2018-01-31,8.0
1924,98117,2018-02-28,14.0
1925,98117,2018-03-31,20.0
1926,98117,2018-04-30,36.0
1927,98117,2018-05-31,52.0
1928,98117,2018-06-30,52.0
1929,98117,2018-07-31,61.0
1930,98117,2018-08-31,64.0
1931,98117,2018-09-30,76.0
1932,98117,2018-10-31,63.0
1933,98117,2018-11-30,62.0
1934,98117,2018-12-31,42.0
1935,98117,2019-01-31,47.0
1936,98117,2019-02-28,45.0
1937,98117,2019-03-31,62.0
1938,98117,2019-04-30,69.0
1939,98117,2019-05-31,85.0
1940,98117,2019-06-30,85.0
1941,98117,2019-07-31,88.0
1942,98117,2019-08-31,69.0
1943,98117,2019-09-30,82.0
1944,98117,2019-10-31,77.0
1945,98117,2019-11-30,51.0
1946,98117,2019-12-31,38.0
1947,98117,2020-01-31,32.0
1948,98117,2020-02-29,33.0
1949,98117,2020-03-31,41.0
1950,98117,2020-04-30,45.0
1951,98117,2020-05-31,43.0
1952,98117,2020-06-30,47.0
1953,98117,2020-07-31,53.0
1954,98117,2020-08-31,46.0
1955,98117,2020-09-30,56.0
1956,98117,2020-10-31,43.0
1957,98117,2020-11-30,18.0
1958,98117,2020-12-31,25.0
1959,98117,2021-01-31,29.0
1960,98117,2021-02-28,24.0
1961,98117,2021-03-31,27.0
1962,98117,2021-04-30,36.0
1963,98117,2021-05-31,30.0
1964,98117,2021-06-30,46.0
1965,98117,2021-07-31,43.0
1966,98117,2021-08-31,40.0
1967,98117,2021-09-30,50.0
1968,98117,2021-10-31,46.0
1969,98117,2021-11-30,25.0
1970,98117,2021-12-31,14.0
1971,98117,2022-01-31,17.0
1972,98117,2022-02-28,19.0
1973,98117,2022-03-31,14.0
1974,98117,2022-04-30,34.0
1975,98117,2022-05-31,37.0
1976,98117,2022-06-30,66.0
1977,98117,2022-07-31,88.0
1978,98117,2022-08-31,80.0
1979,98117,2022-09-30,91.0
1980,98117,2022-10-31,79.0
1981,98117,2022-11-30,61.0
1982,98117,2022-12-31,36.0
2067,98118,2018-01-31,43.0
2068,98118,2018-02-28,29.0
2069,98118,2018-03-31,41.0
2070,98118,2018-04-30,49.0
2071,98118,2018-05-31,56.0
2072,98118,2018-06-30,87.0
2073,98118,2018-07-31,76.0
2074,98118,2018-08-31,90.0
2075,98118,2018-09-30,107.0
2076,98118,2018-10-31,107.0
2077,98118,2018-11-30,94.0
2078,98118,2018-12-31,70.0
2079,98118,2019-01-31,67.0
2080,98118,2019-02-28,61.0
2081,98118,2019-03-31,80.0
2082,98118,2019-04-30,90.0
