Zipcode,Avg price per Zipcode 2017-2021
98105,1942.0178722091703
98115,1846.0103919318578
98103,1821.0189661669888
98133,1497.7884426524122
98125,1591.584231549979
98122,1829.390571213913
98117,1767.4016277078142
98109,2121.125198049009
98144,1717.6037413567549
98107,1900.3682455928138
98116,1765.998533851749
98119,1782.1832264670888
98199,2047.9592322433678
98102,1782.913647107199
98121,2375.815347644266
98101,2302.602745791498
